prompt,prompt_len,target
Thanks @Mosskat you little star! Have been offered to come to JA for a weekender but dunno if I can afford to go. Looking into it now...,34,1
im cold  i still cant find my hoodie,10,0
Too broke for cigarettes.,6,0
"Hey dude who turned down a flyer, you're a poser and not nice",17,0
@mileycyrus I VOTED!!! do u have a personal myspace? i keep talking to fakes   i &lt;3 you. u helped me thru the hrdest time of my life! (: x,45,0
It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take 'em? #R2IMT,36,0
a bit worried...,5,0
@baldy_za thanks man. I can't wait,14,1
@PeopleBrowsr nice new profile picture! Glad to see some friends in there,17,1
"@JayJager well donkey has his own appeal, for sure.",15,1
@penelopeoverton George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature,37,0
The hair looks sicckkkk.  Happy mothers day to all the mothers!,17,0
The sun is shining  Have a great day,10,1
Ok that mother fucking duet was hysterical LOL,9,1
workin.. still lol i wanted to go to the spring game,14,0
I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,38,1
@capn_mactastic I dunno ;p How'd I end up waking up at 2 am? It's a mysterious world,31,0
disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,24,0
mint choc ice cream whilst studying.....now thats good,11,1
"i just made the best turtle ice cream pie everrrrr  btw, happy (soon to be) mothers day!",24,1
looked up weather for greece this weekend....80 and sunny OMGZ,15,1
Hey guys I'm going to create an iPhone app that's a twitter client called Tweetilicious please @reply me your thoughts!,29,1
I'm an incredibly happy person with 100% energy. Love to dance &amp; laugh...the only thing that I know.I'm one of the most down to earth ppl,42,1
@poptrashmusic How's your dog?,12,0
@LunarLife hes definitely my fav host ever!  Can't wait to watch the rest tomorrow!!,22,1
@piyush_ranjan Did I ever mention what a nice and awesome dude you are?,21,1
oh how i love texting my drunk friends  hahahaha,11,1
Oh that just made my evening.  I forgot Merlin was on tonight!  But its a toss up between Rove and Spielburg on Spielburg on ABC2 choices.,36,1
@Xanthetwirls I only saw urs by chance. Who else would have that name! Think I'll b missing 2nite too.  Thank god for YouTube.,38,1
@wroe16 ohhhh excellent song..hello my friend!,15,1
@menchuly it's Friday and sweldo day too,14,1
"@Ilovefal b/c &quot;we&quot; ONLY have Baby Phat, Phat Farm, Applebottoms &amp; FUBU!! And they come up pretty WEAK!! Double",44,0
http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny,28,1
"@melbritt_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",36,0
@dougiemcfly http://twitpic.com/67uc7 - awww it's a shame that your all flued up  but apparently it's realllly good stuff. good luck f ...,48,1
@joooo The rest of the week is less than 2.5 hours long,18,0
@jonkragel I have been sick for like 5 days now...,17,0
"@JenCarfagno Wow, you were here? Why didn't you tell me? J/k  That's cool though; I have yet to see one...",37,0
@Oblivion I know! I miss her...,11,0
I hate it when I am in pain,9,0
I'm havin the stupid stomach pain again &amp; again... Today is my outing with SPH frenz &amp; my stomach nvr fails to dissappoint me. Haiz,39,0
"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my morning",35,0
traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....,23,0
Off to prom. Say hi to me,9,0
Im really excited! cant wait,7,1
@PhilLHerold Thank you,8,1
@LadyLove88 seems to have disappeared out of my life,14,0
"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol",33,0
@BabyvibeNancy Hi Nancy your fine (till it the baby moves!)  Just get out of the house &amp; do fun stuff early! The hardest jump was 1 to 2,40,1
"@mandy2610 and @esko yea, just confirmed that this game indeed is already patched...  LOL guess you'll have to help me tomorrow ;)",36,0
"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!",38,0
@3Easy Last week of July  Will you be up and at em by then?,19,0
@Mintyboi i can smack your head for you,12,1
"@limyh I'm not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",44,0
@cschug We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,31,1
@mitchelmusso its it done?,10,0
HAPPY STAR WARS DAY EVERYONE  any excuse for a few drinkies eh?,16,1
"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt@Ny!!!",22,0
Matty is le tired.,6,0
@anjelfich yay! You're on twitter!,13,0
Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.,41,0
"@DjChino102Jamz  I just got through doing my work now I can take the whole day off, its great being your own boss",33,1
Hahahahaha i rember when i riped that william picture out of one of claires mags. I beated zoe to it,27,1
"@steph_rose Mornin' !  Missed dance time, so I guess I will have to dance extra hard tomorrow...",27,0
@kayleelovexx love those panties,10,1
wondering what on earth is this new tools for,11,0
@kerlikoiv very familiar.....sorry you're feeling that way,15,0
if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,26,1
Still working in the database and trying to decide what I want to eat.,16,1
@Jonasbrothers i can't wait! its most definately going to be amazing.  &lt;3 michelle,24,1
@dopenhagen are you in KL? I am  up for a drink?,17,1
not letting anyone get me down  tired of taking on other people's pain all the time! I am a happy person with or without drama... om.....!,34,1
happy happy joy joy    is that good enough for you,12,1
"Jay Leno's LAST NIGHT..Jay, you will be missed",14,0
@my3boybarians Laughing at my &quot;ah ha&quot; moment. Off to get some coffee.,26,1
Thinks its gonna rain,6,1
@solangeknowles you are so freaking awesome Solange. Happy mother's day. i wish i had a mom like you...sad. blah. but best wishes!,37,0
fjdskal im really frustrated.,8,0
@PeterDowley  i've seen inkheart- i liked it too,17,1
He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq,27,1
@DanielleBean peace &amp; quiet.  Enjoy it while it lasts!,17,1
@johncmayer Haha your humor makes me happy,11,1
@daveoflynn Amen to that,8,0
I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,20,1
@theDebbyRyan How does it look like a Ninja Tutle?!  xo lol,19,0
@f_nadzirah thanks!,9,1
@amber_benson Loved it! You continue to delight us Amber.    Great job on the backing and the video by @adambusch. Kudos.,33,1
@scottlava was fun meeting u today! thanks for all the doodles on the goodies i got! hope u have a super time in TO &amp; visit again soon!,36,1
"Wow...VirtualPC screen does not go black anymore in Win7 RC! Also, there's no NVidia driver crashing...I'm happy I did the upgrade",35,1
"Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony",25,0
14 days until Boyzone,7,1
Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,21,1
"@stii no, it makes you realise how doomed humanity in USA is",16,0
ooo how i love a bank holiday  x,10,1
akissforjersey is amazing&lt;3 sooo soothing.,14,1
It's too perfect outside to be at work,11,1
Toast in the morning,5,1
@btocher  http://bit.ly/TVERS - ever been here? the night we didnt meet  we ended up here - possibly the best pizza this side of Chicago!,39,1
@itsgabbith at once haha.  poor aby still gets sore!,17,0
hates not being able to see his monitor. I have about 25 minutes before the sun is not blinding me,24,0
@treewatcher21 Ah veronica! its a pleasure to meet you  I'm stephen,21,1
Fuuuuuuuudgeee I burned my finger with oil! It hurts,15,0
@momneedstherapy - So sorry Ambien got sick.  Perhaps work her ashes into the garden with a catnip plant?,27,0
"@SpookyJenB @diver4skynsea Stop it, you are makin' me sad",20,0
getting ready to go to IKEA. All alone cuz no one will go with me,17,0
"@lbutterworth I know, twitter is depressing me tonight",13,0
In the arts having coffee and cake,8,1
@chasejustin i can't go tonight   *Cait*,15,0
"if i buy the petit financiers under the guise of a gift for someone else, maybe then i won't feel guilty about eating them.",29,0
@TiffanyCastillo muhaha martha &lt;33 have fun see uu next mnth,21,0
.@aragornrain: no health insurance is not an option.,14,0
@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,28,0
@quikness Waaaahhh! So sad     Let me know when ur next down this way!,22,0
Working late with only The House of Love for company. Just what I want to be doing on a summer evening when I should be out with people,30,0
"Goodnight twitterworld. I'll tweet y'all later.  Goodnight, J.",19,1
@theiBlog Haha I like that. You're actually saying thanks to the bots! Never looked at it like that.,27,0
@EricaMcGraw hi!! im glad you had fun at tennis! im about to go see dr dorfman   last visit though!!,28,1
"desktop quad-core Win7 boot time = 2'25&quot;, laptop dual-core w/ SSD Win7 boot time = 0' 13&quot; =&gt; SSD for desktop arrives in 2 days",50,0
@apostropheme i'm a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i'm stupid. SHE'S STUPID.  j,43,0
I'm hungry. And single.  heading to the golfing range soon.,17,0
@Wildchickendew muhahaha you've joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,30,1
dont get to see my boys tomorroww.im sad,12,0
happy star wars day,5,0
@JohnLusher You're welcome! It's been a wonderful day  How about you? Stayin outta trouble or should I be ready to crash a party? LOL,38,1
"@T_A_R_A I was wondering where you were, how come you didn't twitter for a week? and yeah Adam withdrawal syndrome is real/not nice",37,0
@thatswhack74 aww that's sweet! i made a home made card and i wrote her a song...   it wasn't that much but oh well..,38,1
What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.,32,0
@lilbumbles Happy Mother's Day to the only mother I have on my list!,20,1
"@RebeccaNavarro @banditTA00 sorry, I'm back.. food was calling my name..lol..all is good here  and HI! , sorry I haven't said sooner lol",42,0
GOD SCHOOL IS GOING TO SUCK ASS NEXT YEAR!,12,0
Enjoying the nice couple dad with my brother to bad we never really see each other anymore...,19,0
@nickchien @chaubella_ i am glad to break my twitter virginity with you two.,20,1
"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",34,1
@larainefan She does especially Pink ones LOL  What beautiful creatures they are!,18,1
working my ass off and I am completely happy,10,1
Thank you all for proving my point,8,1
@jesaryan I'm right there with you girl,12,0
I'm pondering lunch at Shane's. I think. I can already hear people whining about it...,23,1
Very lonely here in Gosforth gallery  but excited for meal at Six followed by Antony and the Johnsons tonight. Woohoo!!,27,1
"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!",35,0
@taufiqz LOL. You know me. I aim to please.,16,0
is tanning with emily! too bad its prob gonna rain,12,0
pythonkings.nl    equals ----&gt;       almost better than the sims....,18,1
@snarkattack kicking it incredibly old-schoolï¿½ I whole-heartedly approved,18,1
"Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day",22,0
Nothing 2 do 2nte  Boooooooo! I'm totally bored!,18,0
Happy mother's day and to the god mother's and step mother's too....,20,1
"@amandapalmer missed interview on NPR, ironic because listened to NPR all day on long fucking car trip, watching Needle now, looks good",30,0
@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn,25,1
And now for some CoD4.,9,0
"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too",37,0
@sheilaon7 i didnt know u guys have acc in fb hee,16,0
gear troubles all day long!,7,0
Guess what? mom adopted a kitty today (11 months) His name is Corky,19,1
Oh it is so sunny.,7,1
"Oh, yes... Happy NINE year annivarsary to Hanson's second studio album, &quot;This Time Around.&quot;",28,0
Where is my bestie when i need him @iAmcertiPHIed,16,0
Crawling into bed super happy that the Penguins won tonight,12,1
@Brrridgett I already know what happens on Supernatural.,14,1
added 30 minutes to morning sleep by cutting out useless Today Show. Feels nice,18,1
@erniehalter yay Happy Mothers Day to me  Screw burnt breakfast in bed I'll take some E.  (erniehalter live &gt; http://ustre.am/2VkO),43,1
"@MoCo love that lamp!  We're in Sydney, Australia",16,1
finally graduation no more school ... im sick today,10,0
Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn't,19,1
@HelloLizzi oh hahah thats ok then,10,1
argh! why why why,7,0
good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|),25,1
It is going to be a beautiful day!,10,1
@RaeRae440 It's surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I'm obsessed or anything!  #BillyIdol,38,0
Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,23,0
http://bit.ly/PenQl  I've added a new icon to the feedicon database  Have some fun with it!,29,0
Can't get the sound to work while on DVD. I was going to watch Mary Poppins.,22,0
Making my boyfriend look different.  He's  cute no matter what. &lt;3,21,0
"@ayende LOL it's not the army it's starfleet, rules are meant to be broken to get the job done. That's why he gets the medal",37,1
@ALOliver I am!  going on a hike today!,14,1
"What a perfect sunday morning!! Sun is shining, i feel so good - time for a perfect breakfast !!",22,1
Achieving a new appreciation on how a xml build script can really be painful and cumbersome,18,0
@martinhavlat Dang! Wish I could go  I have tickets for Sundays game!!,20,1
It's 10.30pm on a Friday night and I'm going to bed. How pathetic.,26,0
New York from 1500ft looks rather good. Last night in the Big Apple.,21,1
@danisometimes  sadness. you could hang out with me and feel less apathetic.,21,0
eww. cant sleep and its 2:38 am,14,0
On the set of Chuck Bass' New York Palace Hotel. Too bad they weren't filming today.   http://twitpic.com/67nht,35,0
@Blue_Rose *hugs* thanks. I don't know how I'm going to fix this if I'm ever going to get my account back.,35,0
show was amazing. so cold out now  hope I can give victoria my card and get my dvds back ;) ha,25,1
&quot;I will stumble.. I will fall down... But I will not be moved  &quot;,23,1
"@aussie_ali  really?  i'm in greensborough, but prev bundoora..",23,0
@ngffrussell Awesome.  I'm down in Ocean Beach (if you know where that is.) By the way. &quot;YourBiggestFan&quot; I'm a re-al big fan of you-rs.,51,0
@madonnacalling my fav CD,9,1
"I'm in a pub garden,  its boiling,  hannah no likey,",20,1
@madinalake Can't wait to listen to Attics,14,1
@path189 why weren't we invited?,13,0
Jus back after watching Night at a Museum 2......would rate it 5 on 10,21,0
i don't feeeel good. :/ my head hurts. and i have too much homework to do.  schools no fun. :p hehe,32,0
@Dovidul2 really? Awesome!,10,0
@YatPundit oooh OK. thought I was losing my MizMind,18,1
STILL TRYING TO GET THIS ALL FIGURED OUT?!!!!,13,0
Good Morning Every1!!! Its gorgeous out again n im stuck in work  Wish i was at home chillin out.. Hopefully tha day goes quick  doh !!,33,1
"Twitter seriously, SERIOUSLY dropped the ball here with my RoxieRavenclaw account. I'm so mad and sad about this.",29,0
@TradingGoddess &quot;Perfect Practice makes Perfect&quot;,14,0
"@ktml nice work buying coda dude! It's a great app! Unfortunately, I bought it when it was the full $99USD  #jealous",35,1
Well just left six flags. Didn't get to ride what i wanted to. Bummer.   maybe next time.,26,0
"@jakeyboy26 cool, i'm glad you had a good time.  x",21,0
"@MrsVaught happy birthday, amber! hope it's a great one...and - you're far away from thirty...shhh...you're making us 29'ers feel sad!",45,1
@ckanal funny you should say...am filling it out as we speak ;) cheers!,19,1
"Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players.",34,1
@TheKellanLutz OMG i want to go too!  hahaha,15,1
"@bradleemeredith Awwwww, i'm sorry",14,0
@ZooeyDe : It's very nice to be able following you on Twitter,18,1
Yum! Whole box of cookies for me,9,1
@BillohBill WTF!!!!  LMAO!!! *Just got hit in the head with bloody balls*,21,0
Illy's note in the book: &quot;From one 'geek' to another - keep up the good work!&quot; sigh.  He is missed - and he was great for espresso.,43,0
"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",32,0
awww i bought my mom the cutest things for mothers day  woop woop mee expert shoper,22,1
NGH episode 28 is out! check it out!,14,0
I am officially a kindergarten cop,7,1
is dreaming of the weekend... awake!,9,1
@LexyMez Thanks so much Alex! Best wishes for the day to you and yours,19,1
@AdamCrooklyn good morning broham,10,1
"Also, WHERE IS MY TOY STORY 3 TEASER CARMIKE 14? YOU SAID THERE WOULD BE TOY STORY 3!  Movie theater fail",32,0
@henrys_creek No worries - thank google! There's nothing you can't find on there!,24,1
"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that's enough, isn't it?",37,0
"@runaholickassy i spent the whole day shopping with Aiza.  i don't really like shopping.  still, i had fun but my feet didn't.",38,0
"I quite enjoy this Lady Gaga person. She's of Italian heritage, apparently.  ? http://blip.fm/~5z3co",31,0
in the airport!!!  only 8 hours til hoommee!,15,1
@Edit4321 cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,34,1
lol good times in the journalism back room...everyone else thinks we're weird now,18,1
@itshazel wow five years? Congrats,9,1
@DebbieFletcher If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe xxx,27,0
@rocketman528 How are you?,11,0
I miss my mom..  &quot;May angels lead you in&quot;,18,0
"@RODSMACK_10k much appreciated!  yeah, it sure is a challenge and a great reward. wouldn't trade it for anything.",33,1
Oh my gosh! My hair is so short! I miss my long hair!,17,0
"@JeffTracey forward to starting teaching new students all about hypnosis, will have plenty of laughs I'm sure",23,1
@coleryanxxx yes LOL that's good one .remeber that bottoms are always the top .,23,1
@carolina90 hahahaha omg you win the internetz today!  &quot;Why are you trying to turn me into Zac Efron?&quot; hahaha,33,0
Ive chosen Grease,4,1
@andylevy p.s. i heart your face,13,0
http://twitpic.com/4w6lf - BBQ time again.,18,1
@dylanxtra awwwwwwwwww  thats jus...awwwww.did she get to start again like?,23,0
may the 4th be with you,9,0
@HilzFuld haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,33,1
"@sweetemmaxxx i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha",39,1
@ChesterBaker Really laughing out loud! Seeing a limo in front of MacDonalds is just to funny!,23,1
@sanjana_58 great.. My best wishes for great future of the site..,19,0
@whoaaitskristi OMG I'M SOO EXCITED! i've been waiting for it ever since i saw the 5th one at midnight the night before!,37,1
"going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks",20,1
Cultural tour 102 by loiusa's family: kangaroo sight-seeing in cemetary. Lovely,24,1
is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline &amp; its completely filled,26,0
"@fajarjasmin i'm a huge fan of Take That since i was a baby.. Yeah, 6 months really feels like 5 months.",33,0
time for bed.....got some learning to do tomorrow with an early start  night night good people xxx,21,1
wat a stressful week i jus hope everything falls into place 4me,15,0
"@fredwilson I've heard of disgruntled investors, but calling you a &quot;hoe&quot;? That seems totally out of line",29,0
@llJessicall What did you get?  My day is alright.. haven't done anything yet. leaving soon to my stepsister though!,32,0
"@kellykfog Totally unsurprised that Dave isn't coming back to 10@10. But Annalisa is wrong for it, opposite of big warm mellow Dave.",38,0
"@kate38381849 haha, yeah i meant mall! -winks back-",23,0
"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",36,0
"OOOH,  i have a question for you all. DOES YOUR CHAIN HANG LOW?  idk! sorry!",24,0
lmao...ummmm nothing...,7,1
@Tiffany_in_VA I'm not getting your updates to my phone  I'm trying to figure it out but it makes me sad!,32,0
"@ederyn Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car.",41,0
"waiting for amy so me, her and @reecerentboy can go see the hannah montanna movie!!!",24,1
@rea_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,38,0
blast from the mofo'ing past. NTS why must you suck so badly at school?,20,0
i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be &amp; you get emotional,30,0
"@My3Daughters well it sounds delicious! i'll be laying out on my patio tom, sans pool!  Enjoy your burgers!!",30,1
I missed @tapulous giving away a TTC code,11,0
I am trying to figure out how to use Twitter,11,0
offically in DC .....  missing my numero uno,11,0
@onlyJesus777 i was in a hospital for a week and a half pretty much on the virge of dying.,27,0
"At work surprisingly happy all things considered, ahhhh loveliness",12,0
i woke up just now missing alabama terribly  my dad says we will be moving there. soon. thank god,24,0
@jerrytrainor We never miss ICarly - my son has a huge crush on Miranda,19,1
"@joaocalistro mine was good, wet but good",13,1
"@McCainBlogette Congrats!  I cuss like that in a matter of minutes, But didn't know until now there is a reward for it.",34,0
"@cameronfrye Awww, that's amazing though! I've never been to a SoCo or JM concert...but once Zac hanson gave me his drumstick!",39,0
@devyra  do you know if anyone from the believers never die tour is going on warped? i know  i can't wait haha,30,1
i wish i was going to be with my ST girls tomorrow,13,0
on my way home from ny...then sleeping,10,1
10 more days to go for Freedom!!!!!! Damn these xams!!,15,1
"ugh, i dont feel like going to work today",11,0
"@sashagrey since I'm reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day",27,1
What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp,27,0
its gonna be a beautiful day!,8,1
Wow. Shabu.  And now HIMYM! Really feels comforting,15,0
Happy to see Kurt spin.,7,1
is back at home...had a great day  http://plurk.com/p/svkc8,23,1
"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black",33,1
@tracysummers04 Im pleased hun,11,1
Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,24,0
@deversum good morning Hazel  caffeine-shot?,14,1
Such a fun night. I needed the break. PS- I love you man is effing hilarious! Good night twitter world. Sweet dreams,29,1
"Haha! just overheard on the us. 3 yrold to mom &quot;mom, I think I should learn to read today&quot;",31,1
"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",27,1
"@richa_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...",38,0
"stealth shopping - got wife b-day present while at mall together and she didn't notice - buy, hide it in car, back before she missed me",33,1
"@Gilamuffin Sounds like a good time, very nice of you.  Did you see him, when he played at the Rio or Aladdin? I've seen him live, 3 times",41,1
Here's @Euan and @stoweboyd at our evening drink on Thursday night in London.  http://twitpic.com/4wrrp,36,1
@edwelker make sure you practice your hooping today!,14,0
@ lyrically_Me   Why would you do that to me?!,15,0
@Jadeyyg http://twitpic.com/4wrxq - whens your little gingg getting twitter ? from g + j,31,1
"@Buffalokid Thanks for the feedback. Surreal life, surreal oils",16,1
Watching Ace of Cakes: LOST edition omfgggg,11,1
No 10th  2 months=],10,1
"@mattcampagna You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",31,1
to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary,31,1
@HerMonkeyMan I don't think @JazzyHale22 will want to come back  (guys read your dms),29,0
"@JSNorwood oh, are we not doing that anymore?",14,0
@2Serenity No FAIR!,7,0
@LiesX xD send it!,8,1
"Boss just texted me, I HAVE THE DAY OFF! YES&lt; YES AND YES AGAIN!",21,0
@Fitoria how's the translation going?,11,0
"@xmellyssax Hey, thank you very much, that's very kind of you to say",23,0
"its at 3 am, im very tired but i can't sleep  but i try it",21,0
@NikkiCrivello i've got really bad arthritus in my left hand. I cant use my thumb at all,25,0
6moredays.6moredays. yay.yay. taken is nearly finished  better be good,21,1
@carmenparnos thanks so much for the belated #followfriday shout out #payingitforward,21,1
@maydbs Its looking like June - nice right?,13,1
...getting our site transferred over to a new server ... this is going to be quite a job,20,0
Playing with my puppy,5,1
@Im_2nd aww thanks!,10,1
@Ginchan: AWW! Thank you honey.. Didja get mommy a daddy?,19,1
need a break...my head hurts,8,0
@lindseygbaker yeah ill be on verizon... so those are my two options right now...,22,0
"@travelrants that's cool, I'd be happy to contribute to any future articles. Enjoy the rest of the weekend",27,1
"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today.",20,1
@joshboulton Yeah I guess he does sound a bit odd 'cause he's saying really quickly,23,0
I'm going to see sweeney todd on stage with my best friend for her bday today (I know I'm going to be the one who sings along!!),36,1
"@thecoffeewhore I'm sowwy.   It sucks, I know, I've been there. Yay for half days though!",32,0
gooodmorning people of earth!,8,1
"following people around, though there are so many.. where are the webdesign twitters!",19,0
liz just left  aww it was so good to see her.,14,1
chillin with my bros and a couple of yeunglings   doesn't get much better than this,22,1
I love being in charge,6,1
"@JanieceLincoln Ha... Totally go for it. You're a journalism major, so it's a perfect fit.",28,1
because he @the_real_nash wants to be an honorary Filipino  i'll follow him now ;)) thanks @daxvelando!,31,1
has just finished recording the improvisation for the second instrument in the latest podcast and is happy. nearly mixing time.,23,1
"@hitechhall I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",34,1
(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,27,0
"@tranced1 yes mate, on Friday",10,1
@katemthompson I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,33,0
Just woke up from a five hour nap. I still have a headache.  Medication time!,20,0
"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!",27,0
@jeninamaree has just voted for you. hope you win!,15,1
"Gosh I miss singer's theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",27,0
@bluepoof They have a list of 50 state parks here in PA that are under consideration for closing. Nice ones too.,29,0
@mrtrev *hug* yep I hate that meself,13,0
lol i cant drink!!,6,0
i have problems wih pizza..ii love it too much..i'm so addicted to pizza  and Dot Dot Curve. &gt;,30,1
hey guys = ) i went to Jenny's house today!! i had so much fun    so how about everyone else? what did u guys doo?,32,1
This week has been so lonely without gossip girl xoxo,11,0
@that_kat why not??  xxx,10,0
@joiskol  being in your room makes me sad.,14,0
@vmysterrr are you serious!? that bloooooows,15,0
nursing my scratches and bumps from Festivus mud wrestling. I swear there's still dirt in my hair but a good time was had by all,30,1
"There is a faux gothy chick looking at me, sorry I am not going to camden and I like pop-punk and jimmy eat world",30,0
@NoraReed I forgot about it and I already ate lunch  so I guess I'm not going.,23,0
@nicksantino NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,17,0
@moonfrye Happy Mothers Day,8,1
"@semipenguin they are gone after I restarted TwetDeck  , and I wanted to follow  the peeps that I got posted frommy friends :/",32,0
i really want to see cash cash again,9,1
Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst,26,1
And other girls come over... And my boyfriend forgets that I'm here,16,0
"@djcmc carls jr sounds hella good, you should bring me some  http://myloc.me/G3o",27,1
"@orangeflowers  I've run out of earl grey, so having lemon tea instead, then whb for me too",26,0
"@JermSorensen yeah. She's screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she'll get almost nothing.",41,0
Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,36,1
@Miss604  okay for your Mom and My Mom too!,16,0
@mousebudden ten update away from 2000 whooo hoooo budden!,21,0
#3wordsaftersex it hurts now,10,0
@Tpearson44 me toooooo! Thank u,13,1
@lyricals don't care about my struggles..,12,0
Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,32,1
@mckra1g  So jealous - I'd LOVE to see the Ella show...in fact I think I'll stream some right now!,33,0
Me just sign up Twitter...,7,0
"Wow what a sunny day,  just recovering some erased files",13,1
"@xLilahhx Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of doing my music which is failing  lol x",40,0
@benjamin_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,36,0
Hey Tweeps...good morning. Wussup America...Talk to me tell wut's on ur mind..,25,1
Well goodnight all my twitter bugs sleep well,10,1
"@xmellyssax Hey, thank you very much, that's very kind of you to say",23,0
"Welcome aboard to 5 new followers  Thanks, I'm honored.",16,1
"@gnimsh forgot to answer your kindle question yesterday. honestly, haven't used it much. have two paperback books i want 2 read first.",33,1
@extremejohn @FLallday @hursty810 Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!,34,1
@sfitzpatrick924 bahah sadly I am not,15,0
"is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it",30,0
