prompt,prompt_len,target
MILL BROOK HOUSES BUILDING 4,8,0
FARLEY BUILDING,4,1
ED KOCH QUEENSBORO,8,1
OLD TOWN OF FLUSHING BURIAL GROUND,10,0
MARINER'S HARBOR HSES BLDG 2,14,0
JEHOVAHS WITNESSES MADISON AV,9,1
HIGHBRIDGE PARK FORT GEORGE HILL MOUNTAIN BIKE TRAIL,11,1
BOULEVARD HOUSES BUILDING 6,9,0
RIKERS ISLAND WEST FACILITY,6,0
URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,9,1
FDNY ACADEMY ADMINISTRATION,5,1
ATLANTIS MARINA & YACHT CLUB,10,0
PATTERSON HOUSES BUILDING 4,9,0
HONG KONG TRADE DEVELOPMENT,6,1
MARKHAM GARDENS BUILDING 14,9,0
STS PETER AND PAUL SCHOOL,6,0
TRIUMVIRATE ENVIRONMENTAL,6,0
PS 238 ANNE SULLIVAN,9,0
AMSTERDAM HOUSES BUILDING 12,10,1
GOOD SHEPHERD COMMUNITY GROUP GARDEN,8,0
EUGENE O'NEILL THEATRE,9,1
ST JOHN THE EVANGELIST LUTHERAN SCHOOL,11,0
BAYCHESTER HOUSES BUILDING 10,9,0
HARLEM LANE PLAYGROUND,6,1
BATTALION 49 ENGINE 312,13,0
SANDY HOOK PILOT STATION,6,0
RICHMOND COUNTY COUNTRY CLUB GOLF HOUSE,8,0
ST JOHNS U ST ALBERT HALL,8,0
HARLEM ART PARK,5,1
GROVER CLEVELAND HIGH SCHOOL,7,0
TRANSFIGURATION RC CHURCH,6,0
BROOKHAVEN REHABILITATION & HEALTH CARE CENTER,12,0
CENTER DR OVR PED PATH 63 ST,11,1
MOST PRECIOUS BLD,6,1
PLAYGROUND NINETY XC,6,0
ST EDWARD MARTYR CHURCH,6,1
ROOSEVELT IS,6,1
COLUMBIA UNIVERSITY ALLAN ROSENFIELD BUILDING,10,1
ENGINE 313 LADDER 164,13,0
PUEBLO UNIDO GARDEN,7,1
LEXINGTON HOUSES,5,1
LEMON TREE PRESCHOOL,6,0
TBPD DIST 02,7,1
THE BIG PARK PLAYGROUND,6,0
RAVENSWOOD HOUSES BUILDING 14,10,0
BUFANO PARK HOCKEY RINK,8,0
JACKSON DEVELOPMENTAL CENTER EARLY INTERVENTION,9,0
EAST  177 ST OVER AMTRAK,11,0
CROTONA PARK AREA S,7,0
NATIONAL ARTS CLUB,4,1
COLUMBIA UNIVERSITY CASA HISPANICA,8,1
MOMA GARDEN,4,1
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,10,1
ARTS CLUB STUDIO BUILDING,5,1
BROWNSTONES HOUSES BUILDING 28,10,1
HAMILTON GRANGE SENIOR CENTER,7,1
MARX BROTHERS PLAYGROUND,6,1
BRONX COMMUNITY COLLEGE,5,0
ST JOHN CANTIUS PARISH COMMUNITY GARDEN,9,0
PS 145 BLOOMINGDALE SCHOOL,10,1
ST GERTRUDES CHURCH,6,0
ONCE UPON A TIME,5,0
FORDHAM PREPARATORY SCHOOL,7,0
NYU SCHOOL OF PROFESSIONAL STUDIES 7 E 12 ST,14,1
SCYLLA PLAYGROUND,6,1
TOMPKINS SQUARE LIBRARY,6,1
HOLY ROSARY RC CHURCH,6,0
MOUNT MORRIS EAST PLAYGROUND,6,1
REDEEMER PRESBYTERIAN CHURCH EAST SIDE,12,1
HARLEM VISTA HOTEL,5,1
THURSBY BASIN PARK,6,0
MTA POLICE GRAND CENTRAL TERMINAL,7,1
FARM PLAYGROUND (PS 26),10,0
DALY AVE GARDEN,5,0
MONROE HOUSES BUILDING 10,9,0
NATIVITY CHURCH OCEAN AVE,6,0
THE GLOBAL LEARNING COLLABORATIVE HIGH SCHOOL,9,1
DISCOVERY TIMES SQUARE EXHIBITION CENTER,8,1
FT WADSWORTH GARAGE,8,0
A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,8,1
EAST    6 ST PED BR OVER FDR DRV,11,1
CTRL PK E DR OV   97 ST TRNVS RD,14,1
WAGNER HOUSES BUILDING 12,10,1
STATEN ISLAND MENTAL HEALTH HS OSGOOD AVE,10,0
JEHOVAHS WITNESS BROADWAY,8,1
FT HAMILTON FAMILY HOUSING HAMILTON MANOR,8,0
PS 163 FLUSHING HEIGHTS,11,0
BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,10,0
MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,11,0
PRINCES BAY FINANCE POST STATION,8,0
ADAMS HOUSES BUILDING 3,8,0
ARMSTRONG I HOUSES BUILDING 8,9,0
YESHIVA OF STATEN ISLAND,8,0
MURPHY HOUSES BUILDING 2,8,0
JAMAICA CONSULATE,6,1
BATTALION 1 ENGINE 7 LADDER 1,15,1
BRONX BREWERY,6,0
ASPHALT GREEN FIELD BATTERY PARK CITY,9,1
KINGS BAY YM-YWHA NURSERY,10,0
UNIVERSAL DAY CARE OF THE FALU FOUNDATION,10,1
LEGION TRIANGLE,5,0
SAMUEL CITY HOUSES BUILDING 4,9,1
NEW YORK UNIVERSITY DAGOSTINO HALL,9,1
CLAY PIT POND,4,0
INTREPID SEA AIR & SPACE MUSEUM,9,1
WAGNER COLLEGE SPIRO SPORTS CENTER,9,0
JOHN ST METHODIST CHURCH,6,1
TILDEN HOUSES BUILDING 3,9,0
ROSE THEATER,4,1
FLUSHING BRIDGE WB RB,6,0
ICAHN MEDICAL INSTITUTE 1425 MADISON AV,12,1
"MANHATTAN EYE, EAR, & THROAT HOSPITAL",13,1
STRONG PLACE FOR HOPE DAY CARE 2 ST,10,0
BRONX KILL,4,1
HANCOCK PARK,5,1
BAISLEY POND PARK,6,0
BETHEL WAY THE CROSS CHURCH,7,1
44 PRECINCT,6,0
STATEN ISLAND COMMUNITY BOARD 3,8,0
HENRY HUDSON PARKWAY MALLS,8,0
MANHATTAN BROADWAY HOTEL,8,1
SEPTEMBER 11 MEMORIAL COMPLEX,7,1
BORINQUEN PLAZA II BUILDING 14,12,0
EMERGENCY SERVICE UNIT 1,6,1
RUTGERS HOUSES COMMUNITY CENTER,8,1
COOPER UNION FOUNDATION BUILDING,6,1
REDFERN EARLY CHILDCARE CENTER,8,0
LINDOWER PARK BASKETBALL COURTS,9,0
LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,8,1
UNITED COMMUNITY CENTERS,5,0
SOUNDVIEW COMMUNITY CENTER,5,0
NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,13,0
ENGINE 311 LADDER 158,13,0
CAMPUS MAGNET EDUCATIONAL COMPLEX,6,0
GRAND CONCOURSE OV BEDFORD PK BL,9,0
SEVEN BRYANT PARK,6,1
100 ST DEPOT,7,1
NEWTOWN CREEK,4,0
AMSTERDAM HOUSES BUILDING 13,10,1
ST ADALBERT SCHOOL,6,0
MARINER'S HARBOR HSES BLDG 10,15,0
PS 124 OSMOND A CHURCH,10,0
MORIAH OLDER ADULT LUNCHEON CLUB,11,1
TIME NY HOTEL,4,1
FDNY THAWING APPARATUS 62,10,0
PARKSIDE HOUSES BUILDING 4,9,0
GAN YISROEL SCHOOL,7,0
BREUKELEN HOUSES BLDG 32,12,0
HHP RAMP 79 ST N SIDE OV PED PTH,15,1
BETHEL AME CHURCH,6,1
HAITIAN EVANGELICAL MISSIONARY CHURCH,10,1
AMBROSE CHANNEL RANGE LIGHTHOUSE,10,0
HILL DR OV PED PTH S BOATHOUSE,10,0
GREATER TABERNACLE BAPTIST CHURCH,9,1
ELLIS ISLAND FERRY LANDING,8,1
NEW YORK UNIVERSITY TISCH HALL,7,1
VIETNAM CONSULATE & MISSION TO UN,10,1
INWOOD HILLPARK BASEBALL FIELDS,8,1
BEACH 9 PLAYGROUND BASKETBALL COURTS,11,0
COBBLE HILL PARK,6,0
STS PETER AND PAUL SCHOOL,6,0
BRONX CC BEGRISCH HALL,8,0
VAN DYKE II PROJECTS,6,0
THEODORE ROOSEVELT EVENING HIGH SCHOOL M/W,14,0
BARNARD COLLEGE SULZBERGER HALL,9,1
PS 44 DAVID C FARRAGUT,11,0
QUEENS COLLEGE TENNIS COURTS,8,0
CHINESE CONSOLIDATED BENEVOLENT ASSOCIATION,11,1
HOOVER PLAYGROUND,5,0
PIER 73-E 25 ST,11,1
GLENWOOD HOUSES BUILDING 11,10,0
BRAVO VOLUNTEER AMBULANCE SERVICE,10,0
MOROCCO CONSULATE,6,1
WAGNER HOUSES BUILDING 6,9,1
WOODROW METHODIST CHURCH COMPLEX,7,0
JAD CORP OF AMERICA,6,0
WILLIAMSBURG HOUSES BUILDING 18,10,0
BRILLA COLLEGE PREP CHARTER SCHOOL,9,0
SPANISH BROADWAY 7 DAY ADVENTIST CHURCH,11,1
ST ANASTASIA CHURCH,6,0
GENERATION X CULTURAL GARDEN,6,1
PETER MINUIT PLAYGROUND,6,1
THE LANG SCHOOL,4,1
WHOLE FOODS MARKET UNION SQUARE,8,1
ZIMBABWE MISSION TO UN,8,1
SCHOMBURG PLAZA SENIOR CITIZEN CENTER,10,1
HAMMEL HOUSES BUILDING 6,8,0
TIMES SQUARE TOWER,4,1
LA GUARDIA SENIOR CENTER,6,1
EMERGENCY SERVICE UNIT 1,6,1
MARKHAM GARDENS BUILDING 22,9,0
ROCHDALE VILLAGE BUILDING 20,9,0
PS 22 GRANITEVILLE,8,0
RAIN PARKCHESTER SENIOR CENTER,6,0
EAST RIVER TUNNEL LINE 2,8,1
HIGHWAY CHRISTIAN ACADEMY,5,1
CON ED A-11 DOCK,9,0
PIER A HARBOR HOUSE,6,1
CO-OP CITY BUILDING 11,9,0
STAATS CIRCLE,4,0
AFRICAN BURIAL GROUND NATIONAL MONUMENT,9,1
1 ASTOR PLAZA,6,1
GARDEN OF LIFE,5,0
W 158 ST OV AMTRAK 30 ST BRNCH,18,1
REGO CENTER,4,0
SARATOGA LIBRARY,5,0
FEDERAL RESERVE BANK,5,1
QUICK START DAY CARE CENTER,6,0
ALGA HOTEL,4,1
MUSEUM OF ARTS AND DESIGN,8,1
CHINATOWN HEADSTART,6,1
GANI EARLY CHILDHOOD CENTER @EDUCATIONAL ALLIANCE,12,1
COLUMBIA UNIVERSITY PRESIDENTS HOUSE,7,1
FDNY ACADEMY OLD LAW TENEMENT,8,1
204 ST FOOTBRIDGE,7,0
CASTLE HILL HOUSES BUILDING 13,10,0
MANHATTAN COMMUNITY BOARD 11,10,1
ST BERNARDS SCHOOL,5,1
DYKER BEACH PARK,5,0
URUGUAY MISSION TO UN,7,1
NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE ENGINEERING AND CONSTRUCTION INDUSTRIES,12,0
JOHNSON HOUSES,5,1
EAST   60 ST OVER FDR DRIVE,9,1
CLASSIC PLAYGROUND,5,1
MAY SHIP REPAIR,4,0
NYC RIDING ACADEMY,5,1
ST THOMAS CHOIR SCHOOL,6,1
MANHATTAN COLLEGE RAYMOND W KELLY 63 STUDENT COMMONS BUILDING,17,0
CHINATOWN HEADSTART,6,1
HARLEM GROWN 134 STREET FARM,11,1
LONG ISLAND UNIVERSITY KUMBLE THEATER,9,0
ST STEPHENS EPISCOPAL CHURCH,10,0
THOMAS JEFFERSON BATH HOUSE,6,1
NORTH PRESBYTERIAN CHURCH,7,1
POWERHOUSE ST LUKE CHURCH OF GOD IN CHRIST,11,0
EAST TREMONT CHILD CARE & DEVELOPMENT CENTER,9,0
BELOVED DISCIPLE CHAPEL,8,1
SEVEN BRYANT PARK,6,1
PETER'S FIELD,5,1
JFK BUILDING 289,7,0
RIKERS ISLAND TRAILER ROW,7,0
TOYS R US DEPT STORE RICHMOND,9,0
ODYSSEY HOUSE HAVEN,7,1
FOREST HILLS HOSPITAL,4,0
BROOKLYN NAVY YARD - BUILDING 11,11,0
NY LIFE BUILDING,4,1
BROKENBUILDERS UNITED METHODIST CHURCH,9,1
CHURCH OF SAINT LUKE IN THE FIELDS,9,1
PARKSIDE SCHOOL,5,1
MUSEUM OF MARITIME NAVIGATION & COMMUNICATION,11,0
ENCORE LUNCHEON CLUB,7,1
VLADECK HOUSES BUILDING 11,10,1
CHILDREN'S BIG APPLE,6,0
ENGINE 311 LADDER 158,13,0
BAHAMAS MISSION 17 FL,9,1
WHITELAW ST PEDESTRIAN,8,0
VANBRO CORPORATION,4,0
QUISQUEYA PLAYGROUND,6,1
MILL BROOK HOUSES CHILDREN'S CTR,9,0
QUEENSBORO OVAL,7,1
OCEAN BAY (OCEANSIDE) BLDG 5,15,0
SUNY DOWNSTATE MEDICAL CENTER BAY RIDGE,9,0
GATEWAY CENTER MALL,5,0
CON ED CABLE STORAGE,5,0
STUYVESANT TOWN - 310 FA,12,1
WASHINGTON HOUSES BUILDING 10,8,1
IRELAND CONSULATE,5,1
E  174 ST OV SHERIDAN EP AMTRK,15,0
FERRARA BROTHERS COLLEGE POINT,7,0
ASTORIA REFORMED CHURCH,7,0
THE LEXINGTON ACADEMY,5,1
PORT AUTHORITY POST OFFICE,5,1
CENTRAL PARK ROMEO AND JULIET SCULPTURE,12,1
SEWARD PARK LIBRARY,5,1
RIIS HOUSES BUILDING 7,8,1
OUR SAVIOR LUTHERAN PRESCHOOL JAMAICA,11,0
BEACH 9 PLAYGROUND BASKETBALL COURTS,11,0
VANDERBILT PLAYGROUND,7,0
FAIRVIEW BUILDING,4,0
AMC 19 ST EAST THEATER,9,1
MORRIS I HOUSES BUILDING 3,9,0
DIVISION 6 ENGINE 71 LADDER 55,14,0
CITY POINT BROOKLYN MALL,6,0
RIKERS ISLAND TRANSPORTATION,5,0
ROEBLING PLAYGROUND BASKETBALL COURTS,10,0
CENTRAL PARK ZOO,5,1
STATEN ISLAND ZOO EMUS BUILDING,9,0
PS 234 ANNEX,7,1
THE THEATER AT MADISON SQUARE GARDEN,8,1
HOWARD JOHNSON INN JAMAICA JFK AIRPORT,10,0
HOWARD AVENUE PARK PLACE BUILDING 3A,10,0
AL NOOR SCHOOL,5,0
WEST 50TH STREET EDUCATIONAL CAMPUS,9,1
SCYLLA PLAYGROUND,6,1
LINCOLN COMMUNITY CENTER,5,1
US POWERGEN METAL BUILDING,6,0
JACKIE ROBINSON PARK PLAYGROUND,7,0
MANHEM BEACH CLUB,5,0
KAPPA III,4,0
MOORE PLAYGROUND,5,1
GENERATION X CULTURAL GARDEN,6,1
MANHATTAN COLLEGE HAYDEN HALL,9,0
IDLEWILD PARK,4,0
COLUMBIA UNIVERSITY GEORGIAN RESIDENCE BUILDING,8,1
COENTIES SLIP PARK,6,1
ALTERNATE LEARNING CENTER CHOIR ACADEMY,8,1
ST LUCYS SCHOOL,5,0
WONDER KIDS ACADEMY,5,0
MONTEFIORE SPRINGFIELD CEMETERY,11,0
AUSTIN J MCDONALD PLAYGROUND,9,0
FIT FACULTY HALL,4,1
PILGRIM CATHEDRAL OF HARLEM,11,1
SUGAR RAY ROBINSON CORNER,6,1
PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,13,0
PS 135 ANNEX,7,0
ST JOHN'S EVANGELICAL LUTHERAN CHURCH,12,1
COOGANS BLUFF PLAYGROUND,8,1
CARDINAL SPELLMAN CENTER,7,1
TILDEN HOUSES BUILDING 2,9,0
CARLEBACH SHUL,6,1
GEORGE BRUCE LIBRARY,4,1
STROKOS PIZZERIA ST NICHOLAS AV,11,1
FDR POST OFFICE,4,1
WALTON BUILDING,4,1
THOMPKINS SQUARE MIDDLE SCHOOL,8,1
DREAM CHARTER HIGH SCHOOL,6,1
LEHMAN VILLAGE COMMUNITY CENTER,7,1
BROOK AVE OVER CSX PORT MORRIS,8,0
ST SIMON STOCK SCHOOL,5,0
POOR RICHARDS PLAYGROUND HANDBALL COURTS,11,1
AC POWELL BL NB OV AC POWELL BL,11,1
MANHATTAN KOREAN PRESBYTERIAN CHURCH,13,1
ENGINE 314,6,0
CITI-CORP CTR,7,0
ELEV8 CENTER,4,1
PORT RICHMOND DAY NURSERY,7,0
CROWN HEIGHTS PROJECTS BLDG 6,11,0
HAMILTON GRANGE MIDDLE SCHOOL,7,1
CHILDREN PRIDE HEAD START,6,0
HOME DEPOT WOODHAVEN BLVD,9,0
CHELSEA PIERS GOLF CLUB,8,1
QUEENS HISTORICAL SOCIETY,5,0
ST PAULS CHURCH THE NAZARENE,9,0
WALD HOUSES BUILDING 16,9,1
ST PHILIPS CHRISTIAN CHURCH,6,0
CENTRAL PARK SHUMAN RUNNING TRACK,8,1
FABER PARK POOL,5,0
THROGGS NECK HOUSES BLDG 27,14,0
NEW YORK STATE PSYCH INSTITUTE,6,1
CHELSEA WATERSIDE PARK,7,1
HRA MEDICAID OFFICE STATEN ISLAND,10,0
ASTORIA HOUSES BUILDING 7,8,0
ABC 320 W 66 ST,11,1
METROPOLITAN LIFE TOWER,6,1
BERRY HOUSES FRIENDSHIP CLUB,7,0
FT TRYON PARK OVERLOOK NORTH,8,1
JHS 143 ELEANOR ROOSEVELT,14,1
BROOKS METHODIST CHURCH,6,0
NAGLE BROTHERS MARBLE & GRANITE,9,0
LIC YMCA EARLY CHILD CARE PROGRAM,7,0
SEAPLANE TERMINAL 2430 FDR DRIVE,13,1
GILLEN BREWER SCHOOL,7,1
ROGER MORRIS PARK,5,1
DALLAS BBQ WASHINGTON HEIGHTS,7,1
23 PRECINCT,6,1
RWANDA MISSION TO UN,6,1
UNION SQUARE PARK PAVILION,7,1
TOT LOT 105,7,1
MANHATTAN BAPTIST CHURCH,9,1
WALD HOUSES BUILDING 1,8,1
GAS STATION GRAND CENTRAL PKWY WB NR LGA,11,0
FT TRYON PARK ACCESSIBLE ENTRANCE,9,1
RAVENSWOOD HOUSES BUILDING 17,10,0
15 PENN PLZ,6,1
FT TRYON PARK NEW LEAF CAFE PARKING LOT,10,1
CENTRAL PARK ZOO TROPIC ZONE,8,1
HOLYROOD EPISCOPAL CHURCH,9,1
FABER PARK POOL,5,0
JUAN MOREL CAMPOS SECONDARY SCHOOL,8,0
62 PRECINCT,6,0
MUSEUM OF CHINESE IN AMERICA,8,1
BUSH TERMINAL UNIT B,7,0
121 PRECINCT,7,0
ST ELEFTHERIOS CHURCH,7,1
MULLALY PARK WADING POOL SHELTER,10,0
BELLEVUE SOUTH PARK,6,1
LENOX HILL HOSPITAL PERCY & HAROLD URIS PAVILION,14,1
ST GEORGE EPISC CH,6,1
NEW YORK THEATRE WORKSHOP,5,1
HALLETS COVE PLAYGROUND COMFORT STATION,9,0
DEP WARDS ISLAND POWER CENTER 5 B,10,1
FRANK WHITE NEIGHBORHOOD GARDEN,7,1
WOODROW WILSON TRIANGLE,6,0
NEW SCHOOL 80 5 AV,9,1
IS 61 WILLIAM A MORRIS,8,0
DAHESH MUSEUM OF ART,7,1
ELYSEE HOTEL,4,1
HALLETS COVE PLAYGROUND HANDBALL COURTS,11,0
POLICE SERVICE AREA 9 RAVENSWOOD SATELITE,13,0
MORRISANIA POST OFFICE,6,0
BARUCH COLL STEVEN L NEWMAN HALL,9,1
CYPRUS CONSULATE,6,1
PS 91 RICHARD ARKWRIGHT,9,0
RIVERBANK PARK CULTURAL BUILDING,7,1
SUMNER HOUSES CHILD HEALTH STN,9,0
HIGH BRIDGE PARK POOL,5,1
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 2,11,0
VANDERBILT PLAYGROUND,7,0
ST JEAN BAPTISTE HIGH SCHOOL,8,1
GEORGE WASHINGTON HOUSES,5,1
COLUMBIA UNIVERSITY MAILMAN SCHOOL OF PUBLIC HEALTH,10,1
CHELSEA PARK,5,1
SAILORS SNUG HARBOR,8,0
FLATBUSH AVE OVR BELT SHR PKWY,13,0
BRONX TASK FORCE,5,0
GRAND CONCOURSE OVER E  167 ST,11,0
BATTALION 12 ENGINE 35 LADDER 14,18,1
LIFESTYLES FOR THE DISABLED,9,0
W BRIGHTON II HOUSES BUILDING 14,12,0
PARAGUAY CONSULATE,6,1
SAMUEL CITY HOUSES BUILDING 26,10,1
FENIMORE-LEFFERTS HOUSES,10,0
PLIMPTON PLAYGROUND,6,0
SHERMAN SQUARE,5,1
STS JOSEPH & THOMAS SCHOOL,6,0
KINGSBOROUGH HOUSES BUILDING 1,10,0
THROGGS NECK HOUSES BLDG 25,14,0
ICAHN MEDICAL INSTITUTE 1425 MADISON AV,12,1
ST MARYS PARK DAY CARE CENTER,8,0
LINCOLN HOUSES BUILDING 9,8,1
PS 26 RUFUS KING,9,0
THROGGS NECK HOUSES BLDG 1,13,0
CINEMART THEATRE,5,0
UTOPIA PKWY OVR BELT CRSS IS PKW,16,0
HUNTER COLLEGE BROOKDALE CAMPUS EAST BUILDING,9,1
MASPETH YARD,6,0
SIERRA LEONE MISSION TO UN,8,1
ALL SAINTS EPISCOPAL CHURCH,9,1
WILDFLOWER NEW YORK CHARTER SCHOOL,9,0
RIVERBANK PARK BASEBALL FIELD,8,1
BNY MELLON BUILDING,7,1
DIGITAL ARTS & CINEMA TECHNOLOGY HIGH SCHOOL,9,0
ST ELEFTHERIOS CHURCH,7,1
NEW DORP BAPTIST CHURCH,8,0
JHS 157 STEPHEN A HALSEY,12,0
BLAKELY HOTEL,5,1
SINGAPORE ECON DEVELOP BOARD,6,1
DREAM FIELD OF DREAMS,6,1
TARGET STORE RICHMOND AV,6,0
NOSTRAND HOUSES BUILDING 2,9,0
CENTRAL PARK JAMES MICHAEL LEVIN PLAYGROUND,9,1
PS 48 PLAYGROUND,7,0
STATEN ISLAND MENTAL HEALTH HS OSGOOD AVE,10,0
DYCKMAN HOUSES BUILDING 4,9,1
GOUVERNEUR MORRIS TRIANGLE,9,0
DREW-HAMILTON COMMUNITY CENTER,8,1
BRONX GREEN MIDDLE SCHOOL,6,0
SNUG HARBOR GIFT SHOP,7,0
FORT INDEPENDENCE PLAYGROUND,7,0
JACOBI HOSPITAL STORAGE BUILDING,6,0
W BRIGHTON II HOUSES BUILDING 9,11,0
BETH ELOHIM CONGREGATION,8,0
GRANITEVILLE SWAMP PARK,7,0
PS 184 NEWPORT,8,0
CHERRY TREE PARK,5,1
JAMAICA EVENING HIGH SCHOOL M,8,0
DEPWARDS ISLAND TEMPORARY BOILER BUILDING,9,1
RIIS HOUSES COMPLEX,6,1
CYNTHIA JENKINS SCHOOL,8,0
WALD HOUSES BUILDING 16,9,1
RIVER GARDEN,4,0
LIECHTENSTEIN MISSION TO UN,8,1
NYU DOWNTOWN HOSPITAL,6,1
EAST END TEMPLE,4,1
SOTOMAYOR HOUSES BUILDING 13,11,0
DANIEL WEBSTER HOUSES BLDG 4,11,0
PS 199 JESSIE ISADOR STRAUS,13,1
HIGHBRIDGE GARDENS BUILDING 2,8,0
PS 028 MOUNT HOPE,8,0
IMMANUEL GENIUS EDUCATIONAL CENTER 253-01 NORTHERN BLVD,17,0
BIJOU CINEMA,6,1
CORTELYOU ANNEX BUILDING,7,0
HOSTOS COLLEGE BUILDING G,6,0
FDNY ACADEMY LIBRARY,5,1
THEATRE STREET SCHOOL,5,0
PORT RICHMOND LIBRARY,5,0
TONY DAPOLITO RECREATION CENTER,8,1
RIVINGTON STREET PLAYGROUND,6,1
CENTRAL PARK CHARLES B STOVER BENCH,9,1
QUEENSBRIDGE NORTH HOUSES BUILDING 3,10,0
HARLEM GROWN 134 STREET FARM,11,1
NINE HEROES PLAZA,7,0
LONG BAR,3,0
TOMPKINS AVE OVER GREENFIELD AVE,9,0
CENTRAL PARK DELACORTE CLOCK,7,1
FORT TOTTEN PARK SOCCER FIELDS,8,0
SHELTER EXPRESS,5,0
TRIBOROUGH BRIDGE PLAYGROUND B,8,0
EAST RIVER FIELDS SOCCER 84,9,1
PIER 11 WALL STREET FERRY LANDING,11,1
VAN CORTLANDT PARK DPR GARAGE,9,0
CENTRAL BAPTIST NY CHURCH,7,1
BILDERSEE PLAYGROUND TRACK,8,0
HUDSON RIVER,4,1
PATCHEN COMMUNITY SQUARE GARDEN,6,0
HARVEST ARMY CHURCH,5,0
FIRST HOUSES BUILDING 8,7,1
NY INN HOTEL,4,1
BRIDGE PREPARATORY CHARTER SCHOOL,7,0
NYU MERCER LOUNGE,7,1
LITTLE NECK CARE CENTER,6,0
RAMSEY TRIANGLE,5,0
BRONX ZOO CONGO GORILLA FOREST BUILDING,11,0
ST CATHERINE GENOA CHURCH,7,1
DREW-HAMILTON HOUSES BUILDING 3,11,1
COLUMBIA UNIVERSITY WATT HALL,7,1
BETANCES II 13 HOUSES,9,0
HOMESTEAD PLAYGROUND BASKETBALL COURTS,10,0
URBAN ASSEMBLY MAKER ACADEMY,6,1
COLLEGE POINT FIELDS ROLLER HOCKEY,8,0
REDBURY HOTEL,5,1
ST AGNES CHURCH,5,1
HOWARD AVENUE PARK PLACE BUILDING 6G,10,0
CASTLE HILL PLAYGROUND,6,0
GUSTAUUS ADOLPHUS LUTHERAN CHURCH,12,1
CASTLE HILL HOUSES BUILDING 12,10,0
FIORENTINO PLAZA BLDG 11,13,0
SAMUEL CITY HOUSES BUILDING 37,10,1
SAMUEL CITY HOUSES BUILDING 48,10,1
FDNY EMS STATION 20,8,0
W DRV OVR PED PATH OPP W   82 ST,14,1
ST CHARLES PARISH HOUSE,6,0
BROKENBUILDERS UNITED METHODIST CHURCH,9,1
TOMPKINSVILLE PARK,6,0
RANGEL HOUSES BUILDING 7,8,1
LEHMAN COLLEGE SPEECH & THEATER BUILDING,10,0
W 234 OV CONRAIL ABDND PUTNAM,13,0
HARLEM RIVER HOUSES BLDG 3,11,1
DEP WARDS ISLAND NEW ADMINISTRATION BUILDING,8,1
COLUMBIA UNIVERSITY WILLIAM C WARREN HALL,8,1
E TERMONT AVE OVER BRONX RIVER,9,0
HRA HASA CENTER WAVERLY,9,1
TISCH CHILDRENS ZOO DUCK & TURTLE POND,14,1
CAMP GATEWAY FORT WADSWORTH,9,0
WASHINGTON HTS REHAB I & II BUILDING 5,11,1
20 PRECINCT,6,1
RIVERSIDE PARK,5,1
LITTLE NECK DOUGLASTON COMMUNITY AMBULANCE CORPS,14,0
LA GUARDIA SENIOR CENTER,6,1
AUGUSTUS ST GAUDENS PLAYGROUND,9,1
EDENWALD HOUSES BUILDING 4,9,0
FRANKLIN PLAZA BUILDING 7 B,9,1
PRIVATE WILLIAM GRAY PLAYGROUND,6,0
INWOOD HILL PARK AMTRAK,8,1
SEPTEMBER 11 MEMORIAL VENT STRUCTURE SOUTH,9,1
FORT GREENE PLAYGROUND NORTH,7,0
US POWERGEN TANK 4,7,0
CENTRAL BAPTIST CHURCH,6,0
LABETTI POST VFW,6,0
HICKMAN PLAYGROUND,6,0
SILVER LAKE GOLF COURSE,5,0
GENERAL DOUGLAS MACARTHUR POOL,7,0
LADDER 117,8,0
AMERICAN RED CROSS,4,1
BROOKLYN WALDORF SCHOOL,7,0
HAMILTON FISH PARK,5,1
DSNY SOUTHWEST BROOKLYN MARINE TRANSFER STATION,10,0
KENTON HALL MEN SHELTER,7,1
MANHATTAN COMMUNITY BOARD 7,9,1
MARTIN LUTHER KING JR EDUCATIONAL CAMPUS,8,1
LINCOLN HOUSES BUILDING 9,8,1
NY HEADACHE CENTER,5,1
BRONX RIVER PARKWAY WEST,7,0
EMMANUEL PRESBYTERIAN CHURCH E 6 ST,12,1
BATTALION 23 ENGINE 162 LADDER 82,19,0
TREMONT PARK BASEBALL FIELD,7,0
CASTLE HILL HOUSES BUILDING 2,9,0
MILL POND PARK POWER HOUSE BUILDING,7,0
LANGSTON HUGHES APARTMENTS,7,0
ST GEORGE THEATRE,4,0
ISLAND TRANSPORTATION CORP,5,0
ST LOUISE DE MARILLAC HALL,9,0
AMSTERDAM HOUSES BUILDING 11,10,1
MS 101 EDWARD R BYRNE,11,0
MARKHAM GARDENS BUILDING 24,9,0
PS 153 HELEN KELLER,9,0
BAYSIDE MARINA YACHT CLUB,9,0
KOLBERT PLAYGROUND,5,0
